,Authors,Year,Title,pmid,url,Abstract,Identifier,Bayesian,Randomisation objective,Notes,acronym
291,"Peter F Thall , Hoang Q Nguyen, Thomas M Braun, Muzaffar H Qazilbash",2013 Sep;69(3):673-82.,Using joint utilities of the times to response and toxicity to adaptively optimize schedule-dose regimes,23957592,https://pubmed.ncbi.nlm.nih.gov/23957592,"Abstract A Bayesian two-stage phase I-II design is proposed for optimizing administration schedule and dose of an experimental agent based on the times to response and toxicity in the case where schedules are non-nested and qualitatively different. Sequentially adaptive decisions are based on the joint utility of the two event times. A utility function is constructed by partitioning the two-dimensional positive real quadrant of possible event time pairs into rectangles, eliciting a numerical utility for each rectangle, and fitting a smooth parametric function to the elicited values. We assume that each event time follows a gamma distribution with shape and scale parameters both modeled as functions of schedule and dose. A copula is assumed to obtain a bivariate distribution. To ensure an ethical trial, adaptive safety and efficacy acceptability conditions are imposed on the (schedule, dose) regimes. In stage 1 of the design, patients are randomized fairly among schedules and, within each schedule, a dose is chosen using a hybrid algorithm that either maximizes posterior mean utility or randomizes among acceptable doses. In stage 2, fair randomization among schedules is replaced by the hybrid algorithm. A modified version of this algorithm is used for nested schedules. Extensions of the model and utility function to accommodate death or discontinuation of follow up are described. The method is illustrated by an autologous stem cell transplantation trial in multiple myeloma, including a simulation study. Keywords: Adaptive decision making; Bayesian design; Phase I/II clinical trial; Stem cell transplantation; Utility.",,Y,,,
292,"Yoann Altmann, Ximing Ren, Aongus McCarthy, Gerald S Buller, Steve McLaughlin",2016 May;25(5):1935-46.,Lidar Waveform-Based Analysis of Depth Images Constructed Using Sparse Single-Photon Data,26886984,https://pubmed.ncbi.nlm.nih.gov/26886984,"Abstract This paper presents a new Bayesian model and algorithm used for depth and reflectivity profiling using full waveforms from the time-correlated single-photon counting measurement in the limit of very low photon counts. The proposed model represents each Lidar waveform as a combination of a known impulse response, weighted by the target reflectivity, and an unknown constant background, corrupted by Poisson noise. Prior knowledge about the problem is embedded through prior distributions that account for the different parameter constraints and their spatial correlation among the image pixels. In particular, a gamma Markov random field (MRF) is used to model the joint distribution of the target reflectivity, and a second MRF is used to model the distribution of the target depth, which are both expected to exhibit significant spatial correlations. An adaptive Markov chain Monte Carlo algorithm is then proposed to perform Bayesian inference. This algorithm is equipped with a stochastic optimization adaptation mechanism that automatically adjusts the parameters of the MRFs by maximum marginal likelihood estimation. Finally, the benefits of the proposed methodology are demonstrated through a series of experiments using real data.",,Y,,,
293,"Zhengjia Chen , Mourad Tighiouart, Jeanne Kowalski",2012 Sep;33(5):949-58.,Dose escalation with overdose control using a quasi-continuous toxicity score in cancer Phase I clinical trials,22561391,https://pubmed.ncbi.nlm.nih.gov/22561391,"Abstract Escalation with overdose control (EWOC) is a Bayesian adaptive design for selecting dose levels in cancer Phase I clinical trials while controlling the posterior probability of exceeding the maximum tolerated dose (MTD). EWOC has been used by clinicians to design many cancer Phase I clinical trials, see e.g. [1-4]. However, this design treats the toxicity response as a binary indicator of dose limiting toxicity (DLT) and does not account for the number and specific grades of toxicities experienced by patients during the trial. Chen et al. (2010) proposed a novel toxicity score system to fully utilize all toxicity information using a normalized equivalent toxicity score (NETS). In this paper, we propose to incorporate NETS into EWOC using a quasi-Bernoulli likelihood approach to design cancer Phase I clinical trials. We call the design escalation with overdose control using normalized equivalent toxicity score (EWOC-NETS). Simulation results show that this design has good operating characteristics and improves the accuracy of MTD, trial efficiency, therapeutic effect, and overdose control relative to EWOC which is used as a representative of designs treating toxicity response as a binary indicator of DLT. We illustrate the performance of this design using real trial data in identifying the Phase II dose.",,Y,,,
294,"Edward H Patzelt , Zeb Kurth-Nelson , Kelvin O Lim , Angus W MacDonald rd",2014 Jan 1:134:211-217.,Excessive state switching underlies reversal learning deficits in cocaine users,24176201,https://pubmed.ncbi.nlm.nih.gov/24176201,"Abstract Background: Markers of chronic cocaine exposure on neural mechanisms in animals and humans is of great interest. The probabilistic reversal-learning task may be an effective way to examine dysfunction associated with cocaine addiction. However the exact nature of the performance deficits observed in cocaine users has yet to be disambiguated. Method: Data from a probabilistic reversal-learning task performed by 45 cocaine users and 41 controls was compared and fit to a Bayesian hidden Markov model (HMM). Results: Cocaine users demonstrated the predicted performance deficit in achieving the reversal criterion relative to controls. The deficit appeared to be due to excessive switching behavior as evidenced by responsivity to false feedback and spontaneous switching. This decision-making behavior could be captured by a single parameter in an HMM and did not require an additional parameter to represent perseverative errors. Conclusions: Cocaine users are characterized by excessive switching behavior on the reversal-learning task. While there may be a compulsive component to behavior on this task, impulsive decision-making may be more relevant to observed impairment. This is important in building diagnostic tools to quantify the degree to which each type of dysfunction is present in individuals, and may play a role in developing treatments for those dysfunctions. Keywords: Bayesian hidden Markov model; Cocaine; Decision making; Impulsivity; Reversal learning; State switching.",,Y,,,
295,"Jonathan D Casey , Nicholas J Johnson , Matthew W Semler , Sean P Collins , Neil R Aggarwal , Roy G Brower , Steven Y Chang , John Eppensteiner , Michael Filbin , Kevin W Gibbs , Adit A Ginde , Michelle N Gong , Frank Harrell , Douglas L Hayden , Catherine L Hough , Akram Khan , Lindsay M Leither , Marc Moss , Cathryn F Oldmixon , Pauline K Park , Lora A Reineck , Nancy J Ringwood , Bryce R H Robinson , David A Schoenfeld , Nathan I Shapiro , Jay S Steingrub , Donna K Torr , Alexandra Weissman , Christopher J Lindsell , Todd W Rice , B Taylor Thompson , Samuel M Brown , Wesley H Self",2020 Sep;17(9):1144-1153.,Rationale and Design of ORCHID: A Randomized Placebo-controlled Clinical Trial of Hydroxychloroquine for Adults Hospitalized with COVID-19,32492354,https://pubmed.ncbi.nlm.nih.gov/32492354,"Abstract The ORCHID (Outcomes Related to COVID-19 treated with Hydroxychloroquine among In-patients with symptomatic Disease) trial is a multicenter, blinded, randomized trial of hydroxychloroquine versus placebo for the treatment of adults hospitalized with coronavirus disease (COVID-19). This document provides the rationale and background for the trial and highlights key design features. We discuss five novel challenges to the design and conduct of a large, multicenter, randomized trial during a pandemic, including 1) widespread, off-label use of the study drug before the availability of safety and efficacy data; 2) the need to adapt traditional procedures for documentation of informed consent during an infectious pandemic; 3) developing a flexible and robust Bayesian analysis incorporating significant uncertainty about the disease, outcomes, and treatment; 4) obtaining indistinguishable drug and placebo without delaying enrollment; and 5) rapidly obtaining administrative and regulatory approvals. Our goals in describing how the ORCHID trial progressed from study conception to enrollment of the first patient in 15 days are to inform the development of other high-quality, multicenter trials targeting COVID-19. We describe lessons learned to improve the efficiency of future clinical trials, particularly in the setting of pandemics. The ORCHID trial will provide high-quality, clinically relevant data on the safety and efficacy of hydroxychloroquine for the treatment of COVID-19 among hospitalized adults.Clinical trial registered with www.clinicaltrials.gov (NCT04332991). Keywords: ARDS; COVID-19; ORCHID; SARS-CoV-2; hydroxychloroquine.",NCT04332991,Y,,,
296,"Eun Young Mun , Alexander von Eye, Marsha E Bates, Evgeny G Vaschillo",2008 Mar;44(2):481-95.,Finding groups using model-based cluster analysis: heterogeneous emotional self-regulatory processes and heavy alcohol use risk,18331138,https://pubmed.ncbi.nlm.nih.gov/18331138,"Abstract Model-based cluster analysis is a new clustering procedure to investigate population heterogeneity utilizing finite mixture multivariate normal densities. It is an inferentially based, statistically principled procedure that allows comparison of nonnested models using the Bayesian information criterion to compare multiple models and identify the optimum number of clusters. The current study clustered 36 young men and women on the basis of their baseline heart rate and heart rate variability (HRV), chronic alcohol use, and reasons for drinking. Two cluster groups were identified and labeled the high alcohol risk and normative groups. Compared to the normative group, individuals in the high alcohol risk group had higher levels of alcohol use and more strongly endorsed disinhibition and suppression reasons for use. The high alcohol risk group showed significant HRV changes in response to positive and negative emotional and appetitive picture cues, compared to neutral cues. In contrast, the normative group showed a significant HRV change only to negative cues. Findings suggest that individuals with autonomic self-regulatory difficulties may be more susceptible to heavy alcohol use and use of alcohol for emotional regulation.",,Y,,,
297,"Celine Teplitsky , Maja Tarka , Anders P Møller , Shinichi Nakagawa , Javier Balbontín , Terry A Burke , Claire Doutrelant , Arnaud Gregoire , Bengt Hansson , Dennis Hasselquist , Lars Gustafsson , Florentino de Lope , Alfonso Marzal , James A Mills , Nathaniel T Wheelwright , John W Yarrall , Anne Charmantier",2014 Mar 7;9(3):e90444.,Assessing multivariate constraints to evolution across ten long-term avian studies,24608111,https://pubmed.ncbi.nlm.nih.gov/24608111,"Abstract Background: In a rapidly changing world, it is of fundamental importance to understand processes constraining or facilitating adaptation through microevolution. As different traits of an organism covary, genetic correlations are expected to affect evolutionary trajectories. However, only limited empirical data are available. Methodology/principal findings: We investigate the extent to which multivariate constraints affect the rate of adaptation, focusing on four morphological traits often shown to harbour large amounts of genetic variance and considered to be subject to limited evolutionary constraints. Our data set includes unique long-term data for seven bird species and a total of 10 populations. We estimate population-specific matrices of genetic correlations and multivariate selection coefficients to predict evolutionary responses to selection. Using Bayesian methods that facilitate the propagation of errors in estimates, we compare (1) the rate of adaptation based on predicted response to selection when including genetic correlations with predictions from models where these genetic correlations were set to zero and (2) the multivariate evolvability in the direction of current selection to the average evolvability in random directions of the phenotypic space. We show that genetic correlations on average decrease the predicted rate of adaptation by 28%. Multivariate evolvability in the direction of current selection was systematically lower than average evolvability in random directions of space. These significant reductions in the rate of adaptation and reduced evolvability were due to a general nonalignment of selection and genetic variance, notably orthogonality of directional selection with the size axis along which most (60%) of the genetic variance is found. Conclusions: These results suggest that genetic correlations can impose significant constraints on the evolution of avian morphology in wild populations. This could have important impacts on evolutionary dynamics and hence population persistence in the face of rapid environmental change.",,Y,,,
298,"Yunqi Zhao , Rachael Liu , Jianchang Lin , Andy Chi , Simon Davies",2024 Nov 29:1-16.,DOD-BART: machine learning-based dose optimization design incorporating patient-level prognostic factors via Bayesian additive regression trees,39611660,https://pubmed.ncbi.nlm.nih.gov/39611660,"Abstract Dose optimization is a critical stage of drug development in oncology and other disease areas. Early phase clinical trials are inherently heterogeneous due to their exploratory nature. The process of identifying an optimal dose involves careful considerations of the patient population, evaluation of therapeutic potential, and exploration of the dose-response and dose-toxicity relationships to ensure that it is safe and effective for the intended use. However, the complex mechanism of actions and uncertainties during dose optimization often introduce substantial gaps between those early phase trials and phase 3 randomized control trials. These gaps can indeed increase the chances of failure. To address these challenges, we propose a novel seamless phase I/II design, namely DOD-BART design, which utilizes machine learning technique, specifically Bayesian Additive Regression Trees (BART) to fully incorporate patient-level prognostic factors and outcomes. Our design provides a streamlined approach for dose exploration and optimization, automatically updated with emerging data to allocate patients to the most promising dose levels. DOD-BART elucidates disease relationships, analyzes and synthesizes emerging data, augments operational efficiency, and guides dose optimization for suitable population. Simulation studies demonstrate the robust performances of the DOD-BART design across a variety of realistic settings, with high probabilities of correctly identifying the optimal dose, allocating patients more to tolerable and efficacious dose levels, making less biased estimates, and efficiently utilizing patients' data. Keywords: Bayesian additive regression trees; Bayesian automated adaptive design; dose optimization; dose randomization; heterogeneity; machine learning; prognostic factors.",,Y,,,
299,"Samuel M Brown , Ithan D Peltan , Brandon Webb , Naresh Kumar , Nathan Starr , Colin Grissom , Whitney R Buckel , Raj Srivastava , Estelle S Harris , Lindsay M Leither , Stacy A Johnson , Robert Paine rd , Tom Greene",2020 Aug;17(8):1008-1015.,"Hydroxychloroquine versus Azithromycin for Hospitalized Patients with Suspected or Confirmed COVID-19 (HAHPS). Protocol for a Pragmatic, Open-Label, Active Comparator Trial",32425051,https://pubmed.ncbi.nlm.nih.gov/32425051,"Abstract Coronavirus disease (COVID-19) is a potentially fatal illness with no proven therapy beyond excellent supportive care. Treatments are urgently sought. Adaptations to traditional trial logistics and design to allow rapid implementation, evaluation of trials within a global trials context, flexible interim monitoring, and access outside traditional research hospitals (even in settings where formal placebos are unavailable) may be helpful. Thoughtful adaptations to traditional trial designs, especially within the global context of related studies, may also foster collaborative relationships among government, community, and the research enterprise. Here, we describe the protocol for a pragmatic, active comparator trial in as many as 300 patients comparing two current ""off-label"" treatments for COVID-19-hydroxychloroquine and azithromycin-in academic and nonacademic hospitals in Utah. We developed the trial in response to local pressures for widespread, indiscriminate off-label use of these medications. We used a hybrid Bayesian-frequentist design for interim monitoring to allow rapid, contextual assessment of the available evidence. We also developed an inference grid for interpreting the range of possible results from this trial within the context of parallel trials and prepared for a network meta-analysis of the resulting data. This trial was prospectively registered (ClinicalTrials.gov Identifier: NCT04329832) before enrollment of the first patient.Clinical trial registered with www.clinicaltrials.gov (NCT04329832). Keywords: COVID-19; clinical trial; hydroxychloroquine.",NCT04329832,Y,,,
300,"Matthieu Resche-Rigon , Sarah Zohar, Sylvie Chevret",2008;5(6):595-606.,Adaptive designs for dose-finding in non-cancer phase II trials: influence of early unexpected outcomes,19029208,https://pubmed.ncbi.nlm.nih.gov/19029208,"Abstract Background: In non-cancer phase II trials, dose-finding trials are usually carried out using fixed designs, in which several doses including a placebo are randomly distributed to patients. However, in certain vulnerable populations, such as neonates or infants, there is an heightened requirement for safety, precluding randomization. Purpose: To estimate the minimum effective dose of a new drug from a non-cancer phase II trial, we propose the use of adaptive designs like the Continual Reassessment Method (CRM). This approach estimates the dose closest to some target response, and has been shown to be unbiased and efficient in cancer phase I trials. Methods: Based on a motivating example, we point out the individual influence of first outliers in this setting. A weighted version of the CRM is proposed as a theoretical benchmark to control for these outliers. Using simulations, we illustrate how this approach provides further insight into the behavior of the CRM. Results: When dealing with low targets like a 10% failure rate, the CRM appears unable to rapidly overcome an early unexpected outcome. This behavior persisted despite changing the inference (Bayesian or likelihood), underlying dose-response model (though slightly improved using the power model), and the number of patients enrolled at each dose level. Limitations: The choices for initial guesses of failure rates, the vague prior for the model parameter, and the log-log shape of weights can appear somewhat arbitrary. Conclusions: In phase II dose-finding studies in which failure targets are below 20%, the CRM appears quite sensitive to first unexpected outcomes. Using a power model for dose-response improves some behavior if the trial is started at the first dose level and includes at least three to five patients at the starting dose before applying the CRM allocation rule.",,Y,,,
301,"Jesús Vera , Amador Garcia-Ramos , Beatriz Redondo , David Cárdenas , Carlos Gustavo De Moraes , Raimundo Jiménez",2018 Apr;27(4):315-321.,Effect of a Short-term Cycle Ergometer Sprint Training Against Heavy and Light Resistances on Intraocular Pressure Responses,29394200,https://pubmed.ncbi.nlm.nih.gov/29394200,"Abstract Purpose: The purpose of this study is to determinate the long-term effect of a cycle ergometer sprint training program against heavy and light resistances on baseline intraocular pressure (IOP), and on the acute IOP response to cycling sprints. Methods: A total 27 physically active males were randomly assigned to a heavy loads group (HLG, n=9), low loads group (LLG, n=9), and control group (CG, n=9). Participants performed 12 training sessions during 6 weeks (2 sessions per week), and each training session consisted in performing 8 cycling sprints against either heavy (HLG) or light (LLG) resistances. Before and after intervention, they performed an identical protocol, which consisted in performing maximal cycling sprints against 5 different resistances in random order. In these protocols, IOP was measured before and after each sprint by rebound tonometry. Results: A Bayesian analysis revealed that baseline IOP was reduced in the LLG after the intervention [Bayes factor (BF01)=0.043 and effect size (ES)=1.255; pretest=15.22±0.94 mm Hg and posttest=15.39±1.02 mm Hg], whereas the HLG did not manifest any baseline IOP change (BF01=2.363 and ES=-0.205; pretest=15.28±1.44 mm Hg and posttest=14.17±1.77 mm Hg). The acute IOP response to maximal sprints was modified for the HLG, showing a more stable IOP response with heavier loads (resistance, 4 and 5) after the intervention (BF01<0.01 in both cases, and ESs=1.847 and 1.920, respectively). Conclusions: A short-term cycle ergometer sprint training impacts long-term IOP depending on the level of resistance imposed, showing that training with low loads permits to reduce baseline IOP, whereas training with heavy loads attenuates the acute IOP changes after sprinting against heavy loads.",,Y,,,
302,"Florian M E Wagenlehner , J W Olivier van Till , Jos G A Houbiers , Reynaldo V Martina , Dirk P Cerneus , Joost H J M Melis , Antoni Majek , Egils Vjaters , Michael Urban , Henrikas Ramonas , Daniel A Shoskes , J Curtis Nickel",2017 May:103:191-197.,"Fatty Acid Amide Hydrolase Inhibitor Treatment in Men With Chronic Prostatitis/Chronic Pelvic Pain Syndrome: An Adaptive Double-blind, Randomized Controlled Trial",28254462,https://pubmed.ncbi.nlm.nih.gov/28254462,"Abstract Objective: To examine the effect of a peripherally active fatty acid amide hydrolase (FAAH) inhibitor ASP3652 on safety and efficacy outcomes in chronic prostatitis/chronic pelvic pain syndrome (CP/CPPS). Inhibition of FAAH is hypothesized to reduce the excitability of urinary tract afferents including nociceptors. Materials and methods: In this adaptive, randomized, double-blind, placebo-controlled study, adult male patients with moderate to severe CP/CPPS were treated for 12 weeks with an oral dose of ASP3652 (25, 75, 150, or 300 mg twice daily, or 300 mg once daily), or placebo. A Bayesian model was used for adaptive prospective modeling of randomization, study continuation decisions, and analysis of the efficacy variables. Results: The study was stopped for futility at preplanned interim analysis when 239 patients were randomized (226 were included in the intention-to-treat set): the 25 mg group showed the largest reduction of the primary end point National Institutes of Health Chronic Prostatitis Symptom Index total score (7.0 points), but the placebo group showed a mean reduction of 7.3 points (difference: 0.3 [95% confidence interval: -1.9, 2.6]). Micturition outcomes improved compared with placebo in all ASP3652 groups; for example, in the 300 mg twice daily group, voiding frequency decreased by -1.10 (95% CI: -2.0, -0.2) voids/24 hours vs placebo. Safety outcomes were comparable across the treatment groups. Conclusion: ASP3652 was generally safe and well-tolerated. It did not show efficacy on pain symptoms in patients with CP/CPPS. However, the results indicate that FAAH inhibition may attenuate lower urinary tract symptoms. Dedicated studies in patients with lower urinary tract dysfunction are needed to confirm this.",,Y,,,
303,"A Jo Chien , Debasish Tripathy , Kathy S Albain , W Fraser Symmans , Hope S Rugo , Michelle E Melisko , Anne M Wallace , Richard Schwab , Teresa Helsten , Andres Forero-Torres , Erica Stringer-Reasor , Erin D Ellis , Henry G Kaplan , Rita Nanda , Nora Jaskowiak , Rashmi Murthy , Constantine Godellas , Judy C Boughey , Anthony D Elias , Barbara B Haley , Kathleen Kemmer , Claudine Isaacs , Amy S Clark , Julie E Lang , Janice Lu , Larissa Korde , Kirsten K Edmiston , Donald W Northfelt , Rebecca K Viscusi , Douglas Yee , Jane Perlmutter , Nola M Hylton , Laura J Van't Veer , Angela DeMichele , Amy Wilson , Garry Peterson , Meredith B Buxton , Melissa Paoloni , Julia Clennell , Scott Berry , Jeffrey B Matthews , Katherine Steeg , Ruby Singhrao , Gillian L Hirst , Ashish Sanil , Christina Yau , Smita M Asare , Donald A Berry , Laura J Esserman ; I-SPY Consortium",2020 Apr 1;38(10):1059-1069.,MK-2206 and Standard Neoadjuvant Chemotherapy Improves Response in Patients With Human Epidermal Growth Factor Receptor 2-Positive and/or Hormone Receptor-Negative Breast Cancers in the I-SPY 2 Trial,32031889,https://pubmed.ncbi.nlm.nih.gov/32031889,"Abstract Purpose: The phosphatidylinositol 3-kinase/Akt/mammalian target of rapamycin is a key pathway of survival and therapeutic resistance in breast cancer. We evaluated the pan-Akt inhibitor MK-2206 in combination with standard therapy in patients with high-risk early-stage breast cancer. Patients and methods: I-SPY 2 is a multicenter, phase II, open-label, adaptively randomized neoadjuvant platform trial that screens experimental therapies and efficiently identifies potential predictive biomarker signatures. Patients are categorized by human epidermal growth factor receptor 2 (HER2), hormone receptor (HR), and MammaPrint statuses in a 2 × 2 × 2 layout. Patients within each of these 8 biomarker subtypes are adaptively randomly assigned to one of several experimental therapies, including MK-2206, or control. Therapies are evaluated for 10 biomarker signatures, each of which is a combination of these subtypes. The primary end point is pathologic complete response (pCR). A therapy graduates with one or more of these signatures if and when it has an 85% Bayesian predictive probability of success in a hypothetical phase III trial, adjusting for biomarker covariates. Patients in the current report received standard taxane- and anthracycline-based neoadjuvant therapy without (control) or with oral MK-2206 135 mg/week. Results: MK-2206 graduated with 94 patients and 57 concurrently randomly assigned controls in 3 graduation signatures: HR-negative/HER2-positive, HR-negative, and HER2-positive. Respective Bayesian mean covariate-adjusted pCR rates and percentage probability that MK-2206 is superior to control were 0.48:0.29 (97%), 0.62:0.36 (99%), and 0.46:0.26 (94%). In exploratory analyses, MK-2206 evinced a numerical improvement in event-free survival in its graduating signatures. The most significant grade 3-4 toxicity was rash (14% maculopapular, 8.6% acneiform). Conclusion: The Akt inhibitor MK-2206 combined with standard neoadjuvant therapy resulted in higher estimated pCR rates in HR-negative and HER2-positive breast cancer. Although MK-2206 is not being further developed at this time, this class of agents remains of clinical interest. Trial registration: ClinicalTrials.gov NCT01042379.",NCT01042379,Y,,,
304,"Jessica Wojciechowski , Richard N Upton , Diane R Mould , Michael D Wiese , David J R Foster",2017 Jul;19(4):1136-1147.,Infliximab Maintenance Dosing in Inflammatory Bowel Disease: an Example for In Silico Assessment of Adaptive Dosing Strategies,28444562,https://pubmed.ncbi.nlm.nih.gov/28444562,"Abstract Infliximab is an anti-tumour necrosis factor alpha monoclonal antibody used to treat inflammatory diseases. Many patients fail during induction and others respond initially but relapse during maintenance therapy. Although anti-drug antibodies (ADA) are associated with some clinical failures, there is evidence that some failures may be due to subtherapeutic exposure. Adapting doses based on clinical outcomes and trough concentrations can improve response and reduce the proportion that develop ADA, but identification of appropriate doses in the presence of time-varying patient factors is complicated. Several adaptive dosing strategies (label recommendations versus therapeutic drug monitoring with an established stepwise algorithm or proportional dose adjustments or Bayesian population pharmacokinetic model-based dosing) were simulated on a virtual population (constructed with time-varying covariates and random effects on individual pharmacokinetic parameters) using R to assess their relative performance. Strategies were evaluated on their ability to maintain trough infliximab concentrations above an established target, 3 mg/L, during maintenance phase. Model-based dosing was superior in maintaining target trough concentrations, showing individuals in maintenance achieving concentrations above the target faster and a lower proportion of individuals who developed ADA. Model-based dosing results were consistent across a range of baseline covariate groups. This in silico assessment of adaptive dosing strategies demonstrated that, when challenged with dynamic covariate and random effect changes occurring in individual pharmacokinetic parameters, model-based approaches were superior to other strategies. Model-based dosing has not been tested clinically; however, the potential benefits of model-based dosing for infliximab suggest that it should be investigated to reduce subtherapeutic exposure. Keywords: Bayesian; dosing; infliximab; pharmacokinetics; pharmacometrics.",,Y,,,
305,"Michael Sherback , Francisco J Valero-Cuevas, Raffaello D'Andrea",2010 Mar 12;6(3):e1000708.,Slower visuomotor corrections with unchanged latency are consistent with optimal adaptation to increased endogenous noise in the elderly,20300648,https://pubmed.ncbi.nlm.nih.gov/20300648,"Abstract We analyzed age-related changes in motor response in a visuomotor compensatory tracking task. Subjects used a manipulandum to attempt to keep a displayed cursor at the center of a screen despite random perturbations to its location. Cross-correlation analysis of the perturbation and the subject response showed no age-related increase in latency until the onset of response to the perturbation, but substantial slowing of the response itself. Results are consistent with age-related deterioration in the ratio of signal to noise in visuomotor response. The task is such that it is tractable to use Bayesian and quadratic optimality assumptions to construct a model for behavior. This model assumes that behavior resembles an optimal controller subject to noise, and parametrizes response in terms of latency, willingness to expend effort, noise intensity, and noise bandwidth. The model is consistent with the data for all young (n = 12, age 20-30) and most elderly (n = 12, age 65-92) subjects. The model reproduces the latency result from the cross-correlation method. When presented with increased noise, the computational model reproduces the experimentally observed age-related slowing and the observed lack of increased latency. The model provides a precise way to quantitatively formulate the long-standing hypothesis that age-related slowing is an adaptation to increased noise.",,Y,,,
306,"Louis D Fiore , Mary Brophy, Ryan E Ferguson, Leonard D'Avolio, John A Hermos, Robert A Lew, Gheorghe Doros, Chester H Conrad, Joseph A Gus O'Neil Jr, Thomas P Sabin, James Kaufman, Stephen L Swartz, Elizabeth Lawler, Matthew H Liang, J Michael Gaziano, Philip W Lavori",2011 Apr;8(2):183-95.,A point-of-care clinical trial comparing insulin administered using a sliding scale versus a weight-based regimen,21478329,https://pubmed.ncbi.nlm.nih.gov/21478329,"Abstract Background: Clinical trials are widely considered the gold standard in comparative effectiveness research (CER) but the high cost and complexity of traditional trials and concerns about generalizability to broad patient populations and general clinical practice limit their appeal. Unsuccessful implementation of CER results limits the value of even the highest quality trials. Planning for a trial comparing two standard strategies of insulin administration for hospitalized patients led us to develop a new method for a clinical trial designed to be embedded directly into the clinical care setting thereby lowering the cost, increasing the pragmatic nature of the overall trial, strengthening implementation, and creating an integrated environment of research-based care. Purpose: We describe a novel randomized clinical trial that uses the informatics and statistics infrastructure of the Veterans Affairs Healthcare System (VA) to illustrate one key component (called the point-of-care clinical trial - POC-CT) of a 'learning healthcare system,' and settles a clinical question of interest to the VA. Methods: This study is an open-label, randomized trial comparing sliding scale regular insulin to a weight-based regimen for control of hyperglycemia, using the primary outcome length of stay, in non-ICU inpatients within the northeast region of the VA. All non-ICU patients who require in-hospital insulin therapy are eligible for the trial, and the VA's automated systems will be used to assess eligibility and present the possibility of randomization to the clinician at the point of care. Clinicians will indicate their approval for informed consent to be obtained by study staff. Adaptive randomization will assign up to 3000 patients, preferentially to the currently 'winning' strategy, and all care will proceed according to usual practices. Based on a Bayesian stopping rule, the study has acceptable frequentist operating characteristics (Type I error 6%, power 86%) against a 12% reduction of median length of stay from 5 to 4.4 days. The adaptive stopping rule promotes implementation of a successful treatment strategy. Limitations: Despite clinical equipoise, individual healthcare providers may have strong treatment preferences that jeopardize the success and implementation of the trial design, leading to low rates of randomization. Unblinded treatment assignment may bias results. In addition, generalization of clinical results to other healthcare systems may be limited by differences in patient population. Generalizability of the POC-CT method depends on the level of informatics and statistics infrastructure available to a healthcare system. Conclusions: The methods proposed will demonstrate outcome-based evaluation of control of hyperglycemia in hospitalized veterans. By institutionalizing a process of statistically sound and efficient learning, and by integrating that learning with automatic implementation of best practice, the participating VA Healthcare Systems will accelerate improvements in the effectiveness of care.",,Y,,,
307,"Won Jin Ho , Gaurav Sharma , Qingfeng Zhu , Genevieve Stein-O'Brien , Jennifer Durham , Robert Anders , Aleksandra Popovic , Guanglan Mo , Ihab Kamel , Matthew Weiss , Elizabeth Jaffee , Elana J Fertig , Mark Yarchoan",2020 Nov;8(2):e000932.,Integrated immunological analysis of a successful conversion of locally advanced hepatocellular carcinoma to resectability with neoadjuvant therapy,33219090,https://pubmed.ncbi.nlm.nih.gov/33219090,"Abstract Hepatocellular carcinoma (HCC) is the fourth leading cause of cancer death worldwide with a minority of patients being diagnosed early enough for curative-intent interventions. We report the first use of preoperative cabozantinib plus nivolumab to successfully downstage what presented as unresectable HCC as part of an ongoing phase 1b study. Preoperative treatment with cabozantinib and nivolumab led to >99% reduction in alpha-fetoprotein, -37.3% radiographic reduction by RECIST 1.1 and a near complete pathologic response (80% to 100% necrosis). An integrated immunological analysis was performed on the post-treatment surgical tumor sample and matched pre-treatment and post-treatment peripheral blood samples with high-dimensional imaging and cytometry techniques. Bayesian non-negative matrix factorization (CoGAPS, Coordinated Gene Activity in Pattern Sets) and self-organizing map (FlowSOM) algorithms were used to distinguish changes in functional markers across cellular neighborhoods in the single cell data sets. Brisk immunological infiltration into the tumor microenvironment was observed in non-random, organized cellular neighborhoods. Systemically, combination therapy led to marked promotion of effector cytotoxic T cells and effector memory helper T cells. Natural killer cells also increased with therapy. The patient remains without disease recurrence and with a normal alpha-fetoprotein approximately 2 years from presentation. Our study provides proof-of-concept that borderline resectable or locally advanced HCC warrants consideration of downstaging with effective neoadjuvant systemic therapy for subsequent curative resection. Keywords: combination; computational biology; drug therapy; gastrointestinal neoplasms; immunotherapy; tumor microenvironment.",,Y,,,
